COD_CLIENTE;CANAL_VENDA;COD_CUPOM;DATA_VENDA;IMPOSTO_VENDA;QUANTIDADE_VENDA;VALOR_VENDA;AVALIACAO_ATENDIMENTO;ANO_MES;NPS_TIPO
39900727;1000;04 0148000045773104;11/01/2025;2,36;1;13,9;4;2025-01;Detrator
40185046;4100;04 02000001806141;28/04/2025;17,38;1;187,85;3;2025-04;Detrator
39919351;3000;04 02100001826111;22/03/2025;3,32;1;12,14;9;2025-03;Promotor
40600791;4300;04 01950000747931;31/03/2025;2,82;1;22,48;3;2025-03;Detrator
36035098;1000;04 0171000011428104;30/03/2025;11,35;1;45,99;9;2025-03;Promotor
40242060;1000;04 0105000491072102;09/01/2025;4,34;1;16,99;4;2025-01;Detrator
39780123;3000;04 01140003714571;24/02/2025;51,97;1;561,87;4;2025-02;Detrator
61014349;1000;04 0147000017839102;25/02/2025;0,4;1;4,29;5;2025-02;Detrator
39343770;1000;04 0210000067778106;17/01/2025;3,14;2;33,98;2;2025-01;Detrator
39190178;4300;04 00610004416721;15/02/2025;0,62;2;6,66;2;2025-02;Detrator
39254253;3000;04 01040002834451;22/04/2025;8,5;1;91,89;9;2025-04;Promotor
61017101;1000;04 0102000108923103;15/03/2025;0,57;2;6,12;1;2025-03;Detrator
40131164;3000;04 00080001904341;13/01/2025;16,05;1;173,6;7;2025-01;Neutro
40318963;3000;04 01340000392701;07/01/2025;-7,19;-1;-77,8;9;2025-01;Promotor
40356624;1000;04 0238000021779101;28/04/2025;4,99;1;54;3;2025-04;Detrator
39841153;3000;04 00660002223131;11/03/2025;1,97;9;21,35;8;2025-03;Neutro
40381045;1000;04 0281000004164102;20/04/2025;34,55;1;139,99;6;2025-04;Detrator
39435400;3000;04 00330002610111;11/04/2025;1,66;2;6,28;4;2025-04;Detrator
40509601;4300;04 02920000832231;23/03/2025;37,35;1;403,81;5;2025-03;Detrator
39903974;1000;04 0146000084592105;20/01/2025;19,18;1;69,99;3;2025-01;Detrator
39358423;1000;04 0106000184675103;04/03/2025;5,99;1;23,4;7;2025-03;Neutro
39448136;4100;04 02840000150031;12/02/2025;5,43;1;30,11;2;2025-02;Detrator
37835260;4401;04 02040001520801;14/04/2025;10,73;1;56,6;3;2025-04;Detrator
39669872;1000;04 0147000019786105;02/01/2025;13,15;1;47,99;1;2025-01;Detrator
39960759;1000;04 0155000033103102;08/02/2025;6,91;1;27;9;2025-02;Promotor
39149880;3000;04 02260000772861;31/01/2025;12,32;1;133,11;9;2025-01;Promotor
39149479;1000;04 0267000029589101;17/02/2025;1,95;2;7,98;4;2025-02;Detrator
36653682;4100;04 01270000668911;22/04/2025;10,29;1;24;4;2025-04;Detrator
39667701;1000;04 0206000029702101;16/02/2025;23,2;1;93,99;9;2025-02;Promotor
40437792;4300;04 00560003111131;10/04/2025;27,21;1;172,89;1;2025-04;Detrator
40441106;3000;04 02810000008241;30/03/2025;25,31;1;102,59;8;2025-03;Neutro
39577744;3000;04 01970000516681;14/03/2025;8,61;1;41,99;10;2025-03;Promotor
40162658;4300;04 01800001586861;29/03/2025;13,5;1;145,93;5;2025-03;Detrator
39235384;4401;04 02290000864241;16/02/2025;9,53;1;50,3;5;2025-02;Detrator
40450755;1000;04 0062000159193102;22/02/2025;14,25;1;51,99;6;2025-02;Detrator
39646974;1000;04 0223000012979101;07/02/2025;13,07;1;141,3;2;2025-02;Detrator
40413973;1000;04 0213000042087102;09/02/2025;0,33;1;3,49;10;2025-02;Promotor
40151955;3000;04 00960005980761;18/01/2025;89,43;1;321,05;2;2025-01;Detrator
38136219;1000;04 0011000472115104;25/04/2025;11,51;1;44,99;1;2025-04;Detrator
39281924;1000;04 0219000025235102;25/03/2025;4,34;1;16,99;2;2025-03;Detrator
40410441;2000;04 00140061525061;17/03/2025;3,42;5;16,95;10;2025-03;Promotor
40461971;4300;04 01290002555901;02/03/2025;29,17;1;110,59;9;2025-03;Promotor
40630470;1000;04 0229000029074103;25/03/2025;5,33;1;21,6;6;2025-03;Detrator
40199840;1000;04 0067000633283103;29/03/2025;5,12;1;19,99;6;2025-03;Detrator
40038854;1000;04 0088000024369A;17/03/2025;12,65;1;136,71;9;2025-03;Promotor
39308251;3000;04 00800002008121;09/03/2025;25,59;1;103,69;10;2025-03;Promotor
39583932;1000;04 0124000180637104;03/02/2025;1,19;1;12,85;2;2025-02;Detrator
39558080;1000;04 0272000020286102;16/02/2025;4,1;1;13,76;9;2025-02;Promotor
39401228;1000;04 0283000038414102;27/02/2025;34,22;1;369,99;7;2025-02;Neutro
39725000;4401;04 02180000373241;31/01/2025;8;1;51,2;1;2025-01;Detrator
39864063;4300;04 01400000908911;07/01/2025;2,54;4;13,15;8;2025-01;Neutro
40166100;1000;04 0273000026883101;08/01/2025;1,82;3;6,9;3;2025-01;Detrator
39908547;1000;04 0018000272685102;12/01/2025;4,34;1;16,99;4;2025-01;Detrator
39790303;1000;04 0203000019910104;16/04/2025;12,33;1;72,5;3;2025-04;Detrator
39458677;1000;04 0067000634493103;01/04/2025;0,66;2;7,04;9;2025-04;Promotor
40309346;1000;04 0140000113092102;30/04/2025;6,3;1;23,4;10;2025-04;Promotor
39623568;1000;04 0009000166148103;15/02/2025;4,86;1;27;3;2025-02;Detrator
36566131;4100;04 00060001166881;15/04/2025;20,26;4;73,86;8;2025-04;Neutro
39201571;1000;04 0203000015759101;30/03/2025;16,28;1;65,99;7;2025-03;Neutro
39139168;3000;04 01040002659161;09/02/2025;1,23;4;13,28;4;2025-02;Detrator
40356624;1000;04 0238000021779101;28/04/2025;0;1;26,1;1;2025-04;Detrator
40410445;4100;04 02230000190511;30/04/2025;40,26;1;435,25;7;2025-04;Neutro
40223470;4300;04 01240000807111;03/01/2025;34,21;1;119,42;10;2025-01;Promotor
39357907;1000;04 0061000127698103;27/02/2025;3;1;11,7;4;2025-02;Detrator
39688550;4300;04 01470000207051;24/01/2025;5,76;2;17,98;3;2025-01;Detrator
40249766;4300;04 02380000404301;21/02/2025;3,13;3;24,64;6;2025-02;Detrator
39113450;4300;04 01180001223411;27/02/2025;25,07;1;207,49;6;2025-02;Detrator
38012790;1000;04 0232000024644102;21/01/2025;5,55;1;59,99;2;2025-01;Detrator
40252325;3000;04 02030000463321;11/01/2025;8,58;1;34,79;2;2025-01;Detrator
39998023;3000;04 02520000697561;06/04/2025;16,97;1;62,99;1;2025-04;Detrator
40308124;1000;04 0275000016177101;03/01/2025;7,58;1;81,99;9;2025-01;Promotor
39142594;4100;04 00920001385131;15/04/2025;20,88;1;156,1;6;2025-04;Detrator
40428363;4500;04 00790002727101;23/04/2025;7,22;1;77,99;3;2025-04;Detrator
40252325;3000;04 02030000479411;04/02/2025;7,04;1;41,39;6;2025-02;Detrator
40158683;1000;04 0094000133293102;24/04/2025;1,38;2;14,98;7;2025-04;Neutro
40358675;1000;04 0208000126826101;16/02/2025;8,32;3;89,97;1;2025-02;Detrator
39549955;1000;04 0197000016807103;03/02/2025;0,44;1;4,69;2;2025-02;Detrator
39948510;4100;04 01950000719981;27/02/2025;0,71;1;2,26;3;2025-02;Detrator
39579728;1000;04 0107000096258101;19/03/2025;6,13;1;23,99;2;2025-03;Detrator
39584025;1000;04 0167000069939101;03/01/2025;4,62;1;49,99;7;2025-01;Neutro
37811248;1000;04 0085000254857101;13/01/2025;7,15;2;27,98;2;2025-01;Detrator
39332311;1000;04 0079000332995101;11/03/2025;21,46;1;231,99;3;2025-03;Detrator
39516966;1000;04 0138000190318101;25/04/2025;3,45;1;13,49;8;2025-04;Neutro
40358675;1000;04 0010000273897103;03/02/2025;8,18;1;31,99;2;2025-02;Detrator
39993893;3000;04 02270000291591;26/02/2025;0;1;1,47;6;2025-02;Detrator
40597841;4300;04 01460002900361;13/03/2025;3,87;1;11,47;7;2025-03;Neutro
39812845;4300;04 00090000359021;14/03/2025;8,98;1;23,02;1;2025-03;Detrator
40001674;4300;04 00530003983091;07/03/2025;3,19;1;10,25;1;2025-03;Detrator
39164815;1000;04 0223000012451101;25/01/2025;3,83;1;14,99;6;2025-01;Detrator
39841153;3000;04 00660002159961;14/01/2025;9,41;1;36,76;4;2025-01;Detrator
39753732;1000;04 0173000106980106;30/03/2025;19,78;1;63;9;2025-03;Promotor
40242060;1000;04 0105000511952102;09/03/2025;4,35;1;16,99;5;2025-03;Detrator
39667755;4300;04 02000001622291;30/01/2025;10,72;1;24,99;1;2025-01;Detrator
39743269;3000;04 02100001813421;18/03/2025;13,3;1;143,91;7;2025-03;Neutro
39650858;4401;04 02610000327711;03/03/2025;24,29;1;262,62;3;2025-03;Detrator
40481633;4300;04 01730002355951;04/01/2025;16,59;1;179,28;3;2025-01;Detrator
39141094;4300;04 02170002299861;22/01/2025;22,24;1;72,2;3;2025-01;Detrator
40336888;1000;04 0050000195280103;26/01/2025;3,71;1;14,99;6;2025-01;Detrator
39167233;4100;04 02340000539101;17/02/2025;16,85;1;54,35;1;2025-02;Detrator
40619799;4100;04 00280002261071;21/03/2025;15,67;1;99,79;6;2025-03;Detrator
39492325;1000;04 0130000046227102;18/01/2025;6,91;1;26,99;8;2025-01;Neutro
39695000;1000;04 0272000014313103;28/02/2025;6,73;2;22,58;1;2025-02;Detrator
40585016;1000;04 0196000063976103;31/03/2025;1,85;1;19,99;5;2025-03;Detrator
39537790;1000;04 0101000277569101;26/04/2025;7,68;1;29,99;7;2025-04;Neutro
40224736;1000;04 0001000410617102;18/04/2025;1,48;4;15,96;10;2025-04;Promotor
38767404;3000;04 01460003038121;16/04/2025;17,23;1;62,91;2;2025-04;Detrator
40224736;1000;04 0028000551587106;28/03/2025;1,46;6;15,84;9;2025-03;Promotor
40252325;3000;04 01030001288531;15/04/2025;19,99;1;80,99;1;2025-04;Detrator
40334780;1000;04 0088000099502103;12/01/2025;5,57;1;19,99;9;2025-01;Promotor
39313653;4300;04 00960006348841;17/04/2025;101,67;1;331,69;10;2025-04;Promotor
40026338;1000;04 0099000002725102;12/02/2025;1,11;1;11,99;1;2025-02;Detrator
39623994;1000;04 0272000024144102;03/04/2025;4,16;1;13,99;9;2025-04;Promotor
40405604;1000;04 0198000048683102;31/03/2025;18,28;1;68,99;9;2025-03;Promotor
39334326;1000;04 0248000028948102;09/04/2025;6,65;1;25,99;8;2025-04;Neutro
39585517;1000;04 0225000049206104;03/03/2025;78;1;324,99;3;2025-03;Detrator
39641790;4300;04 01730002506881;03/03/2025;17,69;1;38,48;6;2025-03;Detrator
39470890;3000;04 01530000905441;08/02/2025;26,41;1;285,48;1;2025-02;Detrator
40431569;1000;04 0237000049586101;15/02/2025;4,6;1;17,99;5;2025-02;Detrator
38136889;3000;04 02460001172301;12/02/2025;14,89;1;161;3;2025-02;Detrator
39918738;1000;04 0226000025817105;02/01/2025;7,28;1;27,99;1;2025-01;Detrator
38619100;1000;04 0130000055758101;10/02/2025;3,24;1;17,99;3;2025-02;Detrator
39574677;3000;04 00830002211531;23/01/2025;4,15;1;16,24;8;2025-01;Neutro
40321351;4100;04 01590001585161;08/01/2025;16,8;1;93,31;1;2025-01;Detrator
39975630;3000;04 02460001241041;08/03/2025;13,4;1;144,9;7;2025-03;Neutro
39938571;1000;04 0066000314908103;17/03/2025;19,96;1;77,99;10;2025-03;Promotor
40221159;1000;04 0033000034913106;23/02/2025;11,66;1;43,99;1;2025-02;Detrator
39276046;1000;04 0062000084092107;15/02/2025;4,6;5;49,95;8;2025-02;Neutro
38114028;1000;04 0162000043722103;20/04/2025;2,81;1;10,99;10;2025-04;Promotor
39425415;3000;04 02130001059801;16/01/2025;5,77;1;19,79;7;2025-01;Neutro
40185485;2000;04 00140060862921;24/02/2025;4,47;1;18,94;5;2025-02;Detrator
40172677;3000;04 00610004455321;06/03/2025;13,44;1;74,69;4;2025-03;Detrator
38838082;4600;04 02170002347881;06/02/2025;19,45;1;75,99;1;2025-02;Detrator
40312377;1000;04 0206000027727101;05/01/2025;3,94;1;15,99;2;2025-01;Detrator
39358423;4100;04 01060001394551;28/01/2025;10,42;2;40,72;1;2025-01;Detrator
40178884;1000;04 0038000148941104;06/04/2025;2,96;1;31,99;3;2025-04;Detrator
36634274;1000;04 01580000030084;28/04/2025;-12,53;-1;-44,99;3;2025-04;Detrator
39502455;4600;04 01860001713681;30/03/2025;1,65;2;17,98;5;2025-03;Detrator
39982303;4300;04 02460001337081;12/04/2025;2,47;1;16,71;2;2025-04;Detrator
40369877;4300;04 01880001046131;24/01/2025;5,2;1;16,72;10;2025-01;Promotor
39201102;1000;04 0146000121882106;31/03/2025;14,8;1;159,99;5;2025-03;Detrator
40065033;3000;04 00810001994921;12/04/2025;119,99;1;486,23;2;2025-04;Detrator
39947191;1000;04 0204000048386102;09/02/2025;6,2;1;30,99;3;2025-02;Detrator
40129999;3000;04 01470000235561;17/02/2025;3,49;1;37,7;7;2025-02;Neutro
39623994;1000;04 0272000025618102;19/04/2025;8,93;2;29,98;3;2025-04;Detrator
40480903;3000;04 00770003179911;01/03/2025;22,87;1;86,34;7;2025-03;Neutro
40423735;1000;04 0281000001646102;08/03/2025;5,67;1;22,99;1;2025-03;Detrator
40453476;4100;04 00590001941311;15/04/2025;4,5;1;17,57;7;2025-04;Neutro
40330408;4100;04 01050001980481;27/01/2025;15,07;1;162,89;7;2025-01;Neutro
40121250;1000;04 0249000020382103;20/02/2025;4,81;1;51,99;2;2025-02;Detrator
39953463;1000;04 0196000061819103;24/02/2025;0,6;2;6,58;8;2025-02;Neutro
39308251;3000;04 00800001945101;31/01/2025;22,67;1;133,37;3;2025-01;Detrator
40165249;4300;04 01760000289421;03/01/2025;42,13;1;385,8;3;2025-01;Detrator
39669872;1000;04 0147000019786105;02/01/2025;1,06;5;11,5;10;2025-01;Promotor
40067633;3000;04 00620002709621;25/02/2025;14,06;2;51,28;3;2025-02;Detrator
39659262;1000;04 0081000037201104;12/03/2025;3,45;1;13,99;6;2025-03;Detrator
39166682;1000;04 0008000483214101;19/03/2025;5,04;1;27,99;4;2025-03;Detrator
40542700;2000;04 00140061304981;10/03/2025;28,17;1;180,62;8;2025-03;Neutro
39923878;1000;04 0080000093756101;22/03/2025;35,53;1;144;5;2025-03;Detrator
40578480;1000;04 0062000159964102;21/03/2025;45,21;1;164,99;9;2025-03;Promotor
39673163;4600;04 02680000100131;22/04/2025;9,47;1;36,99;10;2025-04;Promotor
39353604;3000;04 02330000282331;09/01/2025;7,11;1;76,79;7;2025-01;Neutro
44004867;1000;04 0168000064934101;30/04/2025;1,25;5;13,56;5;2025-04;Detrator
39351740;4300;04 02830000344941;24/01/2025;17,35;3;30,17;2;2025-01;Detrator
39984766;1000;04 0211000013190102;24/01/2025;25,58;1;99,99;5;2025-01;Detrator
39784471;3000;04 00890001775321;21/04/2025;-1,77;-1;-7,19;8;2025-04;Neutro
39989689;4500;04 00460000869381;11/01/2025;5,83;1;62,99;3;2025-01;Detrator
40008587;3000;04 02050001452921;21/01/2025;4,51;2;16,18;5;2025-01;Detrator
39472640;3000;04 01140003654301;03/02/2025;15,39;1;80,99;6;2025-02;Detrator
39620625;3000;04 02340000504321;07/01/2025;17,88;1;105,16;4;2025-01;Detrator
39269680;4100;04 00650003870771;06/03/2025;13;1;70,8;4;2025-03;Detrator
39392581;4300;04 02710000563751;22/04/2025;9,71;2;53,97;8;2025-04;Neutro
39695000;1000;04 0272000023228102;23/03/2025;15,46;1;51,99;9;2025-03;Promotor
39508702;1000;04 0286000012715101;05/04/2025;1,64;1;6,19;10;2025-04;Promotor
40083571;3000;04 01030001191361;09/01/2025;40,75;1;165,13;2;2025-01;Detrator
40272687;1000;04 0069000409927103;16/04/2025;5,53;1;21,6;7;2025-04;Neutro
36443371;3000;04 00220001041461;11/04/2025;10,71;1;59,49;4;2025-04;Detrator
39166682;1000;04 0051000405369103;10/04/2025;32,4;1;179,99;3;2025-04;Detrator
39258852;1000;04 0092000390843102;27/04/2025;6,91;1;26,99;10;2025-04;Promotor
39704469;3000;04 00580000974011;15/02/2025;2,48;1;26,9;4;2025-02;Detrator
36634274;3000;04 01580001009361;28/04/2025;1,68;1;18,05;3;2025-04;Detrator
39377368;4300;04 00180003503141;04/01/2025;36,33;1;353,24;6;2025-01;Detrator
37366333;1000;04 0056000119949101;01/02/2025;66,56;2;391,54;5;2025-02;Detrator
32059745;1000;04 0132000011163103;21/01/2025;19,75;1;79,99;2;2025-01;Detrator
39621324;1000;04 0210000073521106;27/03/2025;0,77;1;8,28;4;2025-03;Detrator
39628261;4300;04 01300002554481;14/04/2025;14,33;1;45,35;10;2025-04;Promotor
40026909;1000;04 0011000452207104;17/01/2025;15,36;2;59,98;1;2025-01;Detrator
39583932;1000;04 0037000126123102;03/01/2025;0;1;0,01;2;2025-01;Detrator
39579728;1000;04 0107000093046101;26/01/2025;5,63;1;21,99;9;2025-01;Promotor
39426184;1000;04 0180000019956103;17/03/2025;12,05;1;43,99;8;2025-03;Neutro
40617631;4300;04 02520000672371;20/03/2025;44,71;2;117,52;2;2025-03;Detrator
39670363;1000;04 0179000035419101;09/01/2025;0;1;23,49;1;2025-01;Detrator
37519556;4300;04 00620002614071;06/01/2025;6,12;1;34,17;1;2025-01;Detrator
39409423;1000;04 0040000123014105;25/02/2025;0;1;11,99;10;2025-02;Promotor
38679050;4600;04 00630004066211;09/03/2025;33,75;1;140,62;2;2025-03;Detrator
40576971;4300;04 01380001073911;07/04/2025;16,2;1;22,69;6;2025-04;Detrator
38740693;3000;04 00730003193691;17/03/2025;46,4;1;272,93;3;2025-03;Detrator
39640797;1000;04 0140000133521101;09/03/2025;13,78;1;148,99;8;2025-03;Neutro
39613074;3000;04 00770003179991;01/03/2025;3,36;1;12,69;2;2025-03;Detrator
39373390;3000;04 00730003170641;06/03/2025;5,91;4;23,97;10;2025-03;Promotor
40383444;2000;04 00140060690411;17/02/2025;33,28;1;189;7;2025-02;Neutro
39948510;4100;04 01950000740391;21/03/2025;7,3;2;23,38;1;2025-03;Detrator
39188781;1000;04 0147000007860103;12/01/2025;16,44;1;59,99;1;2025-01;Detrator
39866834;1000;04 0170000026709104;30/01/2025;1,82;1;19,69;10;2025-01;Promotor
39741839;1000;04 0206000033477101;19/04/2025;39,5;2;159,98;6;2025-04;Detrator
40173449;1000;04 0149000035790103;18/04/2025;4,29;1;21,99;1;2025-04;Detrator
39519148;3000;04 02100001797561;13/03/2025;15,43;1;166,89;2;2025-03;Detrator
40115716;1000;04 0200000045762104;29/04/2025;8,97;1;96,99;8;2025-04;Neutro
39729154;4600;04 00560002877251;03/01/2025;0,33;1;3,49;10;2025-01;Promotor
39506979;3000;04 00650003767791;15/01/2025;2,51;1;9,85;7;2025-01;Neutro
36215183;3000;04 00120002265841;05/04/2025;6,14;1;66,49;2;2025-04;Detrator
40158683;4100;04 02010000976341;09/04/2025;0,87;2;6,43;9;2025-04;Promotor
40497371;4600;04 01860001594671;15/01/2025;1,48;1;15,99;10;2025-01;Promotor
33126547;3000;04 00980001003941;07/04/2025;4,05;1;22,49;8;2025-04;Neutro
40558330;1000;04 0114000205415103;06/03/2025;1,59;1;5,99;6;2025-03;Detrator
39430360;1000;04 0165000008279A;29/01/2025;6,16;1;70,11;6;2025-01;Detrator
39187529;1000;04 0120000106231104;28/02/2025;8,23;1;88,99;8;2025-02;Neutro
39224669;3000;04 00960006301411;06/04/2025;17,53;1;62,91;2;2025-04;Detrator
40224736;1000;04 0028000172048107;17/03/2025;2,78;2;29,98;10;2025-03;Promotor
39121854;1000;04 0200000020205A;19/03/2025;11,22;3;121,2;2;2025-03;Detrator
39113450;4300;04 01180001275301;20/04/2025;16,2;4;53,86;1;2025-04;Detrator
39308251;4100;04 00800001918941;15/01/2025;33,96;1;137,63;7;2025-01;Neutro
39604017;4600;04 01120001622391;17/02/2025;0,29;1;3,17;1;2025-02;Detrator
40066768;1000;04 0284000032971101;21/01/2025;2,02;1;9,99;3;2025-01;Detrator
39915799;2000;04 00140062168201;10/04/2025;15,2;1;44,65;4;2025-04;Detrator
40008258;4100;04 00810001939611;11/03/2025;17,4;1;58,22;5;2025-03;Detrator
39409046;1000;04 0172000031520101;05/02/2025;29,68;1;115,99;5;2025-02;Detrator
40257770;1000;04 0142000108995103;26/03/2025;4,25;1;24,99;7;2025-03;Neutro
40358675;1000;04 0208000124155101;25/01/2025;12,27;3;47,98;7;2025-01;Neutro
39667701;1000;04 0206000016175103;05/01/2025;2,36;1;13,9;1;2025-01;Detrator
40301234;3000;04 00440001787911;02/01/2025;2,22;1;12,34;7;2025-01;Neutro
40087547;1000;04 0114000147212104;20/03/2025;18,68;1;201,99;1;2025-03;Detrator
39790643;1000;04 0088000073259102;08/03/2025;5,74;2;27,98;8;2025-03;Neutro
40408649;4300;04 02560000983681;30/04/2025;24,13;1;43,89;10;2025-04;Promotor
40362187;1000;04 0096000110138101;21/01/2025;53,71;1;261,99;2;2025-01;Detrator
39863787;1000;04 0080000029544107;08/03/2025;24,68;1;99,99;4;2025-03;Detrator
40267056;1000;04 0060000441812103;26/01/2025;0,48;2;5,28;7;2025-01;Neutro
37366333;2000;04 00140061202631;06/03/2025;6,27;1;31,14;9;2025-03;Promotor
39856117;3000;04 01360001062921;25/03/2025;4,82;1;19,54;7;2025-03;Neutro
40358377;1000;04 0247000047583101;09/02/2025;0,88;1;9,49;1;2025-02;Detrator
40455704;3000;04 01300002488851;24/02/2025;10,43;1;57,99;4;2025-02;Detrator
39224669;1000;04 0096000064823107;23/03/2025;3,9;5;13,95;7;2025-03;Neutro
39549955;1000;04 0197000016807103;03/02/2025;0,32;1;3,39;5;2025-02;Detrator
39471715;4300;04 00610004396151;06/02/2025;15,52;1;61,79;9;2025-02;Promotor
39667701;1000;04 0206000016175103;05/01/2025;9,62;1;38,99;8;2025-01;Neutro
39295038;1000;04 0173000085205101;26/01/2025;31,4;1;99,99;10;2025-01;Promotor
39436330;4300;04 00430002404661;13/02/2025;27,31;1;213,79;5;2025-02;Detrator
39732418;1000;04 0186000113512101;09/02/2025;9,72;1;37,99;2;2025-02;Detrator
39762608;4300;04 01090003252561;19/03/2025;25,56;1;59,53;4;2025-03;Detrator
40066768;4300;04 02630000518871;17/03/2025;2,88;5;16,65;6;2025-03;Detrator
39726327;2000;04 00140059456941;08/01/2025;-2,5;-2;-12,22;6;2025-01;Detrator
39276046;1000;04 0048000066498105;04/01/2025;1,41;1;15,29;7;2025-01;Neutro
40256032;1000;04 0189000013361102;02/02/2025;0;1;6,49;1;2025-02;Detrator
39962915;3000;04 00890001685261;18/01/2025;10,46;1;61,55;1;2025-01;Detrator
39154261;4300;04 01050001980951;28/01/2025;16,67;1;104,81;8;2025-01;Neutro
39623568;3000;04 00980001004471;08/04/2025;15,03;2;162,43;8;2025-04;Neutro
40344669;1000;04 0272000010178101;13/03/2025;0;1;20,99;9;2025-03;Promotor
39732418;1000;04 0186000123629101;26/04/2025;6,9;3;26,97;6;2025-04;Detrator
37835260;2001;04 00140060737911;18/02/2025;2,17;3;8,34;7;2025-02;Neutro
39398093;4300;04 01040002649421;05/02/2025;10,11;6;56,41;9;2025-02;Promotor
40356530;4300;04 01800001422161;19/01/2025;28,69;1;125,09;4;2025-01;Detrator
40451773;7300;04 70020002485901;05/04/2025;6,2;1;66,98;9;2025-04;Promotor
40382534;4500;04 00340001351601;29/01/2025;17,14;1;66,99;6;2025-01;Detrator
40388232;1000;04 0272000011974101;23/04/2025;7,14;1;23,99;1;2025-04;Detrator
39900034;1000;04 0144000133390104;15/04/2025;5,78;1;23,4;6;2025-04;Detrator
39775940;3000;04 00650003972571;24/04/2025;26,09;1;282,05;6;2025-04;Detrator
39149880;3000;04 02260000893051;12/04/2025;4,13;5;44,55;1;2025-04;Detrator
40431569;1000;04 01220000076624;11/03/2025;-4,6;-2;-17,98;1;2025-03;Detrator
40350542;4300;04 02240000611851;28/02/2025;17,97;1;20,89;6;2025-02;Detrator
38019403;4300;04 01460003029141;14/04/2025;15,64;1;19,01;3;2025-04;Detrator
39691039;3000;04 01500001059001;02/04/2025;25,96;2;280,7;1;2025-04;Detrator
39713943;3000;04 02770000324951;19/02/2025;0,78;3;8,34;10;2025-02;Promotor
39358423;1000;04 0106000186731103;22/03/2025;1,65;2;6,48;8;2025-03;Neutro
40436440;1000;04 0015000180861103;16/02/2025;8,21;1;29,99;2;2025-02;Detrator
40301633;1000;04 0078000052250103;02/01/2025;0,96;3;10,17;4;2025-01;Detrator
39253491;3000;04 01450000048841;23/02/2025;4,86;1;26,99;4;2025-02;Detrator
